cause,age,month,dead
Multiple cause of death C00-C97,60,2001-09,4393
Multiple cause of death C00-C97,60,2001-10,4644
Multiple cause of death C00-C97,60,2001-11,4404
Multiple cause of death C00-C97,60,2001-12,4540
Multiple cause of death C00-C97,60,2002-01,4780
Multiple cause of death C00-C97,60,2002-02,4315
Multiple cause of death C00-C97,60,2002-03,4710
Multiple cause of death C00-C97,60,2002-04,4323
Multiple cause of death C00-C97,60,2002-05,4646
Multiple cause of death C00-C97,60,2002-06,4251
Multiple cause of death C00-C97,60,2002-07,4649
Multiple cause of death C00-C97,60,2002-08,4590
Multiple cause of death C00-C97,60,2002-09,4446
Multiple cause of death C00-C97,60,2002-10,4757
Multiple cause of death C00-C97,60,2002-11,4535
Multiple cause of death C00-C97,60,2002-12,4773
Multiple cause of death C00-C97,60,2003-01,4823
Multiple cause of death C00-C97,60,2003-02,4328
Multiple cause of death C00-C97,60,2003-03,4822
Multiple cause of death C00-C97,60,2003-04,4626
Multiple cause of death C00-C97,60,2003-05,4697
Multiple cause of death C00-C97,60,2003-06,4540
Multiple cause of death C00-C97,60,2003-07,4697
Multiple cause of death C00-C97,60,2003-08,4822
Multiple cause of death C00-C97,60,2003-09,4536
Multiple cause of death C00-C97,60,2003-10,4889
Multiple cause of death C00-C97,60,2003-11,4645
Multiple cause of death C00-C97,60,2003-12,4930
Multiple cause of death C00-C97,60,2004-01,5044
Multiple cause of death C00-C97,60,2004-02,4461
Multiple cause of death C00-C97,60,2004-03,4821
Multiple cause of death C00-C97,60,2004-04,4511
Multiple cause of death C00-C97,60,2004-05,4778
Multiple cause of death C00-C97,60,2004-06,4537
Multiple cause of death C00-C97,60,2004-07,4797
Multiple cause of death C00-C97,60,2004-08,4673
Multiple cause of death C00-C97,60,2004-09,4718
Multiple cause of death C00-C97,60,2004-10,4828
Multiple cause of death C00-C97,60,2004-11,4633
Multiple cause of death C00-C97,60,2004-12,5058
Multiple cause of death C00-C97,60,2005-01,5054
Multiple cause of death C00-C97,60,2005-02,4622
Multiple cause of death C00-C97,60,2005-03,4991
Multiple cause of death C00-C97,60,2005-04,4769
Multiple cause of death C00-C97,60,2005-05,4953
Multiple cause of death C00-C97,60,2005-06,4655
Multiple cause of death C00-C97,60,2005-07,4804
Multiple cause of death C00-C97,60,2005-08,4768
Multiple cause of death C00-C97,60,2005-09,4799
Multiple cause of death C00-C97,60,2005-10,4843
Multiple cause of death C00-C97,60,2005-11,4643
Multiple cause of death C00-C97,60,2005-12,5041
Multiple cause of death C00-C97,60,2006-01,5061
Multiple cause of death C00-C97,60,2006-02,4530
Multiple cause of death C00-C97,60,2006-03,5114
Multiple cause of death C00-C97,60,2006-04,4650
Multiple cause of death C00-C97,60,2006-05,4841
Multiple cause of death C00-C97,60,2006-06,4660
Multiple cause of death C00-C97,60,2006-07,4862
Multiple cause of death C00-C97,60,2006-08,4811
Multiple cause of death C00-C97,60,2006-09,4906
Multiple cause of death C00-C97,60,2006-10,5108
Multiple cause of death C00-C97,60,2006-11,4885
Multiple cause of death C00-C97,60,2006-12,4952
Multiple cause of death C00-C97,60,2007-01,5253
Multiple cause of death C00-C97,60,2007-02,4845
Multiple cause of death C00-C97,60,2007-03,5137
Multiple cause of death C00-C97,60,2007-04,4978
Multiple cause of death C00-C97,60,2007-05,5013
Multiple cause of death C00-C97,60,2007-06,4930
Multiple cause of death C00-C97,60,2007-07,5069
Multiple cause of death C00-C97,60,2007-08,5054
Multiple cause of death C00-C97,60,2007-09,5016
Multiple cause of death C00-C97,60,2007-10,5236
Multiple cause of death C00-C97,60,2007-11,5073
Multiple cause of death C00-C97,60,2007-12,5257
Multiple cause of death C00-C97,60,2008-01,5275
Multiple cause of death C00-C97,60,2008-02,5068
Multiple cause of death C00-C97,60,2008-03,5305
Multiple cause of death C00-C97,60,2008-04,5158
Multiple cause of death C00-C97,60,2008-05,5055
Multiple cause of death C00-C97,60,2008-06,4933
Multiple cause of death C00-C97,60,2008-07,5168
Multiple cause of death C00-C97,60,2008-08,5144
Multiple cause of death C00-C97,60,2008-09,5135
Multiple cause of death C00-C97,60,2008-10,5162
Multiple cause of death C00-C97,60,2008-11,5187
Multiple cause of death C00-C97,60,2008-12,5348
Multiple cause of death C00-C97,60,2009-01,5528
Multiple cause of death C00-C97,60,2009-02,4946
Multiple cause of death C00-C97,60,2009-03,5445
Multiple cause of death C00-C97,60,2009-04,5109
Multiple cause of death C00-C97,60,2009-05,5234
Multiple cause of death C00-C97,60,2009-06,5179
Multiple cause of death C00-C97,60,2009-07,5412
Multiple cause of death C00-C97,60,2009-08,5476
Multiple cause of death C00-C97,60,2009-09,5238
Multiple cause of death C00-C97,60,2009-10,5511
Multiple cause of death C00-C97,60,2009-11,5371
Multiple cause of death C00-C97,60,2009-12,5565
Multiple cause of death C00-C97,60,2010-01,5649
Multiple cause of death C00-C97,60,2010-02,5124
Multiple cause of death C00-C97,60,2010-03,5526
Multiple cause of death C00-C97,60,2010-04,5346
Multiple cause of death C00-C97,60,2010-05,5451
Multiple cause of death C00-C97,60,2010-06,5383
Multiple cause of death C00-C97,60,2010-07,5676
Multiple cause of death C00-C97,60,2010-08,5637
Multiple cause of death C00-C97,60,2010-09,5345
Multiple cause of death C00-C97,60,2010-10,5683
Multiple cause of death C00-C97,60,2010-11,5527
Multiple cause of death C00-C97,60,2010-12,5693
Multiple cause of death C00-C97,60,2011-01,5834
Multiple cause of death C00-C97,60,2011-02,5296
Multiple cause of death C00-C97,60,2011-03,5725
Multiple cause of death C00-C97,60,2011-04,5624
Multiple cause of death C00-C97,60,2011-05,5682
Multiple cause of death C00-C97,60,2011-06,5565
Multiple cause of death C00-C97,60,2011-07,5681
Multiple cause of death C00-C97,60,2011-08,5900
Multiple cause of death C00-C97,60,2011-09,5713
Multiple cause of death C00-C97,60,2011-10,5753
Multiple cause of death C00-C97,60,2011-11,5455
Multiple cause of death C00-C97,60,2011-12,5944
Multiple cause of death C00-C97,60,2012-01,5660
Multiple cause of death C00-C97,60,2012-02,5494
Multiple cause of death C00-C97,60,2012-03,5739
Multiple cause of death C00-C97,60,2012-04,5596
Multiple cause of death C00-C97,60,2012-05,5633
Multiple cause of death C00-C97,60,2012-06,5458
Multiple cause of death C00-C97,60,2012-07,5705
Multiple cause of death C00-C97,60,2012-08,5665
Multiple cause of death C00-C97,60,2012-09,5592
Multiple cause of death C00-C97,60,2012-10,5780
Multiple cause of death C00-C97,60,2012-11,5528
Multiple cause of death C00-C97,60,2012-12,5923
Multiple cause of death C00-C97,60,2013-01,5870
Multiple cause of death C00-C97,60,2013-02,5355
Multiple cause of death C00-C97,60,2013-03,5814
Multiple cause of death C00-C97,60,2013-04,5446
Multiple cause of death C00-C97,60,2013-05,5564
Multiple cause of death C00-C97,60,2013-06,5480
Multiple cause of death C00-C97,60,2013-07,5748
Multiple cause of death C00-C97,60,2013-08,5716
Multiple cause of death C00-C97,60,2013-09,5601
Multiple cause of death C00-C97,60,2013-10,5686
Multiple cause of death C00-C97,60,2013-11,5691
Multiple cause of death C00-C97,60,2013-12,5950
Multiple cause of death C00-C97,60,2014-01,6133
Multiple cause of death C00-C97,60,2014-02,5276
Multiple cause of death C00-C97,60,2014-03,5923
Multiple cause of death C00-C97,60,2014-04,5565
Multiple cause of death C00-C97,60,2014-05,5744
Multiple cause of death C00-C97,60,2014-06,5549
Multiple cause of death C00-C97,60,2014-07,5797
Multiple cause of death C00-C97,60,2014-08,5819
Multiple cause of death C00-C97,60,2014-09,5622
Multiple cause of death C00-C97,60,2014-10,5986
Multiple cause of death C00-C97,60,2014-11,5768
Multiple cause of death C00-C97,60,2014-12,6006
Multiple cause of death C00-C97,60,2015-01,6130
Multiple cause of death C00-C97,60,2015-02,5415
Multiple cause of death C00-C97,60,2015-03,6057
Multiple cause of death C00-C97,60,2015-04,5649
Multiple cause of death C00-C97,60,2015-05,5824
Multiple cause of death C00-C97,60,2015-06,5683
Multiple cause of death C00-C97,60,2015-07,5835
Multiple cause of death C00-C97,60,2015-08,5886
Multiple cause of death C00-C97,60,2015-09,5732
Multiple cause of death C00-C97,60,2015-10,6030
Multiple cause of death C00-C97,60,2015-11,5756
Multiple cause of death C00-C97,60,2015-12,5937
Multiple cause of death C00-C97,60,2016-01,6172
Multiple cause of death C00-C97,60,2016-02,5639
Multiple cause of death C00-C97,60,2016-03,6281
Multiple cause of death C00-C97,60,2016-04,5754
Multiple cause of death C00-C97,60,2016-05,5823
Multiple cause of death C00-C97,60,2016-06,5812
Multiple cause of death C00-C97,60,2016-07,6099
Multiple cause of death C00-C97,60,2016-08,6049
Multiple cause of death C00-C97,60,2016-09,5777
Multiple cause of death C00-C97,60,2016-10,5996
Multiple cause of death C00-C97,60,2016-11,5840
Multiple cause of death C00-C97,60,2016-12,6057
Multiple cause of death C00-C97,60,2017-01,6156
Multiple cause of death C00-C97,60,2017-02,5557
Multiple cause of death C00-C97,60,2017-03,6096
Multiple cause of death C00-C97,60,2017-04,5751
Multiple cause of death C00-C97,60,2017-05,5912
Multiple cause of death C00-C97,60,2017-06,5844
Multiple cause of death C00-C97,60,2017-07,5993
Multiple cause of death C00-C97,60,2017-08,5979
Multiple cause of death C00-C97,60,2017-09,5880
Multiple cause of death C00-C97,60,2017-10,6235
Multiple cause of death C00-C97,60,2017-11,5961
Multiple cause of death C00-C97,60,2017-12,6180
Multiple cause of death C00-C97,60,2018-01,6318
Multiple cause of death C00-C97,60,2018-02,5446
Multiple cause of death C00-C97,60,2018-03,6212
Multiple cause of death C00-C97,60,2018-04,6000
Multiple cause of death C00-C97,60,2018-05,5977
Multiple cause of death C00-C97,60,2018-06,5952
Multiple cause of death C00-C97,60,2018-07,6011
Multiple cause of death C00-C97,60,2018-08,6044
Multiple cause of death C00-C97,60,2018-09,5812
Multiple cause of death C00-C97,60,2018-10,6056
Multiple cause of death C00-C97,60,2018-11,5878
Multiple cause of death C00-C97,60,2018-12,6105
Multiple cause of death C00-C97,60,2019-01,6342
Multiple cause of death C00-C97,60,2019-02,5577
Multiple cause of death C00-C97,60,2019-03,6215
Multiple cause of death C00-C97,60,2019-04,5845
Multiple cause of death C00-C97,60,2019-05,6104
Multiple cause of death C00-C97,60,2019-06,5919
Multiple cause of death C00-C97,60,2019-07,5999
Multiple cause of death C00-C97,60,2019-08,5981
Multiple cause of death C00-C97,60,2019-09,5728
Multiple cause of death C00-C97,60,2019-10,6182
Multiple cause of death C00-C97,60,2019-11,5996
Multiple cause of death C00-C97,60,2019-12,6082
Multiple cause of death C00-C97,60,2020-01,6327
Multiple cause of death C00-C97,60,2020-02,5855
Multiple cause of death C00-C97,60,2020-03,6174
Multiple cause of death C00-C97,60,2020-04,6105
Multiple cause of death C00-C97,60,2020-05,6166
Multiple cause of death C00-C97,60,2020-06,5717
Multiple cause of death C00-C97,60,2020-07,6154
Multiple cause of death C00-C97,60,2020-08,6260
Multiple cause of death C00-C97,60,2020-09,5971
Multiple cause of death C00-C97,60,2020-10,6184
Multiple cause of death C00-C97,60,2020-11,6035
Multiple cause of death C00-C97,60,2020-12,6527
Multiple cause of death C00-C97,60,2021-01,6506
Multiple cause of death C00-C97,60,2021-02,5667
Multiple cause of death C00-C97,60,2021-03,6143
Multiple cause of death C00-C97,60,2021-04,5897
Multiple cause of death C00-C97,60,2021-05,6214
Multiple cause of death C00-C97,60,2021-06,5989
Multiple cause of death C00-C97,60,2021-07,6060
Multiple cause of death C00-C97,60,2021-08,6431
Multiple cause of death C00-C97,60,2021-09,6148
Multiple cause of death C00-C97,60,2021-10,6230
Multiple cause of death C00-C97,60,2021-11,6121
Multiple cause of death C00-C97,60,2021-12,6364
Multiple cause of death C00-C97,60,2022-01,6645
Multiple cause of death C00-C97,60,2022-02,5754
Multiple cause of death C00-C97,60,2022-03,6197
Multiple cause of death C00-C97,60,2022-04,5926
Multiple cause of death C00-C97,60,2022-05,5917
Multiple cause of death C00-C97,60,2022-06,5898
Multiple cause of death C00-C97,60,2022-07,6117
Multiple cause of death C00-C97,60,2022-08,6101
Multiple cause of death C00-C97,60,2022-09,5825
Multiple cause of death C00-C97,60,2022-10,6025
Multiple cause of death C00-C97,60,2022-11,5936
Multiple cause of death C00-C97,60,2022-12,6169
Multiple cause of death C00-C97,60,2023-01,6107
Multiple cause of death C00-C97,60,2023-02,5547
Multiple cause of death C00-C97,60,2023-03,6070
Multiple cause of death C00-C97,60,2023-04,5716
Multiple cause of death C00-C97,60,2023-05,5827
Multiple cause of death C00-C97,60,2023-06,5760
Multiple cause of death C00-C97,60,2023-07,5871
Multiple cause of death C00-C97,60,2023-08,5984
Multiple cause of death C00-C97,60,2023-09,5741
Multiple cause of death C00-C97,60,2023-10,5884
Multiple cause of death C00-C97,60,2023-11,5666
Multiple cause of death C00-C97,60,2023-12,5923
Multiple cause of death C00-C97,60,2024-01,6085
Multiple cause of death C00-C97,60,2024-02,5587
Multiple cause of death C00-C97,60,2024-03,5781
Multiple cause of death C00-C97,60,2024-04,5485
Multiple cause of death C00-C97,60,2024-05,5551
Multiple cause of death C00-C97,60,2024-06,5496
Multiple cause of death C00-C97,60,2024-07,5413
Multiple cause of death C00-C97,60,2024-08,5270
Multiple cause of death C00-C97,60,2024-09,793
Multiple cause of death C00-C97,65,1999-01,6239
Multiple cause of death C00-C97,65,1999-02,5843
Multiple cause of death C00-C97,65,1999-03,6292
Multiple cause of death C00-C97,65,1999-04,5741
Multiple cause of death C00-C97,65,1999-05,5891
Multiple cause of death C00-C97,65,1999-06,5821
Multiple cause of death C00-C97,65,1999-07,5908
Multiple cause of death C00-C97,65,1999-08,5986
Multiple cause of death C00-C97,65,1999-09,5803
Multiple cause of death C00-C97,65,1999-10,6113
Multiple cause of death C00-C97,65,1999-11,5847
Multiple cause of death C00-C97,65,1999-12,6330
Multiple cause of death C00-C97,65,2000-01,6306
Multiple cause of death C00-C97,65,2000-02,5689
Multiple cause of death C00-C97,65,2000-03,5917
Multiple cause of death C00-C97,65,2000-04,5782
Multiple cause of death C00-C97,65,2000-05,5939
Multiple cause of death C00-C97,65,2000-06,5805
Multiple cause of death C00-C97,65,2000-07,5830
Multiple cause of death C00-C97,65,2000-08,5954
Multiple cause of death C00-C97,65,2000-09,5901
Multiple cause of death C00-C97,65,2000-10,5938
Multiple cause of death C00-C97,65,2000-11,5874
Multiple cause of death C00-C97,65,2000-12,5788
Multiple cause of death C00-C97,65,2001-01,5949
Multiple cause of death C00-C97,65,2001-02,5326
Multiple cause of death C00-C97,65,2001-03,5908
Multiple cause of death C00-C97,65,2001-04,5703
Multiple cause of death C00-C97,65,2001-05,5841
Multiple cause of death C00-C97,65,2001-06,5594
Multiple cause of death C00-C97,65,2001-07,5727
Multiple cause of death C00-C97,65,2001-08,5841
Multiple cause of death C00-C97,65,2001-09,5628
Multiple cause of death C00-C97,65,2001-10,5776
Multiple cause of death C00-C97,65,2001-11,5762
Multiple cause of death C00-C97,65,2001-12,5834
Multiple cause of death C00-C97,65,2002-01,5884
Multiple cause of death C00-C97,65,2002-02,5461
Multiple cause of death C00-C97,65,2002-03,5923
Multiple cause of death C00-C97,65,2002-04,5490
Multiple cause of death C00-C97,65,2002-05,5797
Multiple cause of death C00-C97,65,2002-06,5546
Multiple cause of death C00-C97,65,2002-07,5507
Multiple cause of death C00-C97,65,2002-08,5696
Multiple cause of death C00-C97,65,2002-09,5567
Multiple cause of death C00-C97,65,2002-10,5752
Multiple cause of death C00-C97,65,2002-11,5557
Multiple cause of death C00-C97,65,2002-12,5898
Multiple cause of death C00-C97,65,2003-01,5702
Multiple cause of death C00-C97,65,2003-02,5127
Multiple cause of death C00-C97,65,2003-03,5753
Multiple cause of death C00-C97,65,2003-04,5493
Multiple cause of death C00-C97,65,2003-05,5668
Multiple cause of death C00-C97,65,2003-06,5412
Multiple cause of death C00-C97,65,2003-07,5646
Multiple cause of death C00-C97,65,2003-08,5767
Multiple cause of death C00-C97,65,2003-09,5466
Multiple cause of death C00-C97,65,2003-10,5871
Multiple cause of death C00-C97,65,2003-11,5686
Multiple cause of death C00-C97,65,2003-12,5979
Multiple cause of death C00-C97,65,2004-01,6009
Multiple cause of death C00-C97,65,2004-02,5660
Multiple cause of death C00-C97,65,2004-03,6037
Multiple cause of death C00-C97,65,2004-04,5463
Multiple cause of death C00-C97,65,2004-05,5700
Multiple cause of death C00-C97,65,2004-06,5347
Multiple cause of death C00-C97,65,2004-07,5593
Multiple cause of death C00-C97,65,2004-08,5638
Multiple cause of death C00-C97,65,2004-09,5471
Multiple cause of death C00-C97,65,2004-10,5759
Multiple cause of death C00-C97,65,2004-11,5546
Multiple cause of death C00-C97,65,2004-12,5768
Multiple cause of death C00-C97,65,2005-01,5935
Multiple cause of death C00-C97,65,2005-02,5346
Multiple cause of death C00-C97,65,2005-03,5856
Multiple cause of death C00-C97,65,2005-04,5525
Multiple cause of death C00-C97,65,2005-05,5631
Multiple cause of death C00-C97,65,2005-06,5417
