date,cause,code,dead
2024-02,Cellulitis of face,L03.2,13
2024-02,Cellulitis of trunk,L03.3,18
2024-02,Cellulitis of other sites,L03.8,10
2024-02,"Cellulitis, unspecified",L03.9,338
2024-02,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,269
2024-02,Bullous pemphigoid,L12.0,36
2024-02,"Dermatitis, unspecified",L30.9,11
2024-02,Arthropathic psoriasis,L40.5,27
2024-02,"Psoriasis, unspecified",L40.9,23
2024-02,Bullous erythema multiforme,L51.1,15
2024-02,Toxic epidermal necrolysis [Lyell],L51.2,13
2024-02,Stage II decubitus ulcer,L89.1,13
2024-02,Stage III decubitus ulcer,L89.2,30
2024-02,Stage IV decubitus ulcer,L89.3,135
2024-02,"Decubitus ulcer and pressure area, unspecified",L89.9,774
2024-02,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,23
2024-02,Discoid lupus erythematosus,L93.0,162
2024-02,"Ulcer of lower limb, not elsewhere classified",L97,149
2024-02,"Chronic ulcer of skin, not elsewhere classified",L98.4,261
2024-02,Other specified disorders of skin and subcutaneous tissue,L98.8,121
2024-02,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,114
2024-03,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,28
2024-03,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,14
2024-03,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,34
2024-03,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,69
2024-03,Cellulitis of other parts of limb,L03.1,315
2024-03,Cellulitis of trunk,L03.3,22
2024-03,"Cellulitis, unspecified",L03.9,341
2024-03,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,284
2024-03,Bullous pemphigoid,L12.0,30
2024-03,"Dermatitis, unspecified",L30.9,11
2024-03,Arthropathic psoriasis,L40.5,27
2024-03,"Psoriasis, unspecified",L40.9,34
2024-03,Bullous erythema multiforme,L51.1,16
2024-03,Toxic epidermal necrolysis [Lyell],L51.2,14
2024-03,"Erythematous condition, unspecified",L53.9,14
2024-03,Pyoderma gangrenosum,L88,11
2024-03,Stage II decubitus ulcer,L89.1,10
2024-03,Stage III decubitus ulcer,L89.2,26
2024-03,Stage IV decubitus ulcer,L89.3,149
2024-03,"Decubitus ulcer and pressure area, unspecified",L89.9,852
2024-03,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,21
2024-03,Discoid lupus erythematosus,L93.0,193
2024-03,"Ulcer of lower limb, not elsewhere classified",L97,163
2024-03,"Chronic ulcer of skin, not elsewhere classified",L98.4,284
2024-03,Other specified disorders of skin and subcutaneous tissue,L98.8,127
2024-03,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,95
2024-04,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,36
2024-04,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,12
2024-04,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,24
2024-04,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,69
2024-04,Cellulitis of other parts of limb,L03.1,300
2024-04,Cellulitis of trunk,L03.3,22
2024-04,"Cellulitis, unspecified",L03.9,300
2024-04,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,264
2024-04,Bullous pemphigoid,L12.0,33
2024-04,Arthropathic psoriasis,L40.5,36
2024-04,"Psoriasis, unspecified",L40.9,32
2024-04,Bullous erythema multiforme,L51.1,14
2024-04,Stage II decubitus ulcer,L89.1,17
2024-04,Stage III decubitus ulcer,L89.2,26
2024-04,Stage IV decubitus ulcer,L89.3,146
2024-04,"Decubitus ulcer and pressure area, unspecified",L89.9,753
2024-04,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,15
2024-04,Discoid lupus erythematosus,L93.0,153
2024-04,"Ulcer of lower limb, not elsewhere classified",L97,145
2024-04,"Chronic ulcer of skin, not elsewhere classified",L98.4,242
2024-04,Other specified disorders of skin and subcutaneous tissue,L98.8,117
2024-04,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,115
2024-05,"Cutaneous abscess, furuncle and carbuncle of neck",L02.1,10
2024-05,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,26
2024-05,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,12
2024-05,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,29
2024-05,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,60
2024-05,Cellulitis of other parts of limb,L03.1,303
2024-05,Cellulitis of trunk,L03.3,22
2024-05,"Cellulitis, unspecified",L03.9,273
2024-05,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,291
2024-05,Bullous pemphigoid,L12.0,29
2024-05,"Dermatitis, unspecified",L30.9,17
2024-05,Arthropathic psoriasis,L40.5,32
2024-05,"Psoriasis, unspecified",L40.9,32
2024-05,Bullous erythema multiforme,L51.1,16
2024-05,Toxic epidermal necrolysis [Lyell],L51.2,10
2024-05,"Erythematous condition, unspecified",L53.9,11
2024-05,Stage II decubitus ulcer,L89.1,14
2024-05,Stage III decubitus ulcer,L89.2,36
2024-05,Stage IV decubitus ulcer,L89.3,137
2024-05,"Decubitus ulcer and pressure area, unspecified",L89.9,815
2024-05,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,18
2024-05,Discoid lupus erythematosus,L93.0,174
2024-05,"Ulcer of lower limb, not elsewhere classified",L97,164
2024-05,"Chronic ulcer of skin, not elsewhere classified",L98.4,252
2024-05,Other specified disorders of skin and subcutaneous tissue,L98.8,125
2024-05,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,86
2024-06,"Cutaneous abscess, furuncle and carbuncle of neck",L02.1,11
2024-06,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,25
2024-06,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,26
2024-06,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,60
2024-06,Cellulitis of other parts of limb,L03.1,263
2024-06,Cellulitis of trunk,L03.3,24
2024-06,"Cellulitis, unspecified",L03.9,276
2024-06,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,283
2024-06,Bullous pemphigoid,L12.0,34
2024-06,"Dermatitis, unspecified",L30.9,10
2024-06,Arthropathic psoriasis,L40.5,30
2024-06,"Psoriasis, unspecified",L40.9,30
2024-06,Bullous erythema multiforme,L51.1,13
2024-06,Pyoderma gangrenosum,L88,14
2024-06,Stage II decubitus ulcer,L89.1,16
2024-06,Stage III decubitus ulcer,L89.2,30
2024-06,Stage IV decubitus ulcer,L89.3,130
2024-06,"Decubitus ulcer and pressure area, unspecified",L89.9,758
2024-06,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,23
2024-06,Discoid lupus erythematosus,L93.0,148
2024-06,"Ulcer of lower limb, not elsewhere classified",L97,149
2024-06,"Chronic ulcer of skin, not elsewhere classified",L98.4,203
2024-06,Other specified disorders of skin and subcutaneous tissue,L98.8,96
2024-06,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,75
2024-07,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,23
2024-07,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,10
2024-07,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,30
2024-07,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,74
2024-07,Cellulitis of other parts of limb,L03.1,290
2024-07,Cellulitis of trunk,L03.3,23
2024-07,"Cellulitis, unspecified",L03.9,290
2024-07,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,300
2024-07,Bullous pemphigoid,L12.0,39
2024-07,Arthropathic psoriasis,L40.5,25
2024-07,"Psoriasis, unspecified",L40.9,28
2024-07,Bullous erythema multiforme,L51.1,12
2024-07,Hidradenitis suppurativa,L73.2,10
2024-07,Pyoderma gangrenosum,L88,13
2024-07,Stage II decubitus ulcer,L89.1,17
2024-07,Stage III decubitus ulcer,L89.2,23
2024-07,Stage IV decubitus ulcer,L89.3,121
2024-07,"Decubitus ulcer and pressure area, unspecified",L89.9,782
2024-07,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,17
2024-07,Discoid lupus erythematosus,L93.0,178
2024-07,"Ulcer of lower limb, not elsewhere classified",L97,124
2024-07,"Chronic ulcer of skin, not elsewhere classified",L98.4,227
2024-07,Other specified disorders of skin and subcutaneous tissue,L98.8,109
2024-07,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,93
2024-08,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,27
2024-08,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,12
2024-08,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,23
2024-08,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,67
2024-08,Cellulitis of other parts of limb,L03.1,243
2024-08,Cellulitis of trunk,L03.3,19
2024-08,"Cellulitis, unspecified",L03.9,278
2024-08,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,280
2024-08,Bullous pemphigoid,L12.0,25
2024-08,"Dermatitis, unspecified",L30.9,12
2024-08,Arthropathic psoriasis,L40.5,29
2024-08,"Psoriasis, unspecified",L40.9,23
2024-08,Bullous erythema multiforme,L51.1,20
2024-08,"Erythematous condition, unspecified",L53.9,10
2024-08,Hidradenitis suppurativa,L73.2,12
2024-08,Pyoderma gangrenosum,L88,10
2024-08,Stage II decubitus ulcer,L89.1,12
2024-08,Stage III decubitus ulcer,L89.2,24
2024-08,Stage IV decubitus ulcer,L89.3,143
2024-08,"Decubitus ulcer and pressure area, unspecified",L89.9,805
2024-08,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,25
2024-08,Discoid lupus erythematosus,L93.0,150
2024-08,"Ulcer of lower limb, not elsewhere classified",L97,143
2024-08,"Chronic ulcer of skin, not elsewhere classified",L98.4,241
2024-08,Other specified disorders of skin and subcutaneous tissue,L98.8,125
2024-08,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,97
2024-09,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,23
2024-09,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,11
2024-09,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,24
2024-09,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,64
2024-09,Cellulitis of other parts of limb,L03.1,239
2024-09,Cellulitis of trunk,L03.3,17
2024-09,"Cellulitis, unspecified",L03.9,279
2024-09,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,269
2024-09,Bullous pemphigoid,L12.0,27
2024-09,"Dermatitis, unspecified",L30.9,10
2024-09,Arthropathic psoriasis,L40.5,41
2024-09,"Psoriasis, unspecified",L40.9,29
2024-09,Bullous erythema multiforme,L51.1,18
2024-09,Toxic epidermal necrolysis [Lyell],L51.2,10
2024-09,Stage II decubitus ulcer,L89.1,17
2024-09,Stage III decubitus ulcer,L89.2,30
2024-09,Stage IV decubitus ulcer,L89.3,143
2024-09,"Decubitus ulcer and pressure area, unspecified",L89.9,754
2024-09,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,16
2024-09,Discoid lupus erythematosus,L93.0,162
2024-09,"Ulcer of lower limb, not elsewhere classified",L97,130
2024-09,"Chronic ulcer of skin, not elsewhere classified",L98.4,212
2024-09,Other specified disorders of skin and subcutaneous tissue,L98.8,108
2024-09,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,87
2024-10,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,25
2024-10,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,11
2024-10,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,38
2024-10,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,62
2024-10,Cellulitis of other parts of limb,L03.1,251
2024-10,Cellulitis of face,L03.2,12
2024-10,Cellulitis of trunk,L03.3,22
2024-10,"Cellulitis, unspecified",L03.9,278
2024-10,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,274
2024-10,Bullous pemphigoid,L12.0,28
2024-10,"Dermatitis, unspecified",L30.9,11
2024-10,Arthropathic psoriasis,L40.5,21
2024-10,"Psoriasis, unspecified",L40.9,22
2024-10,Bullous erythema multiforme,L51.1,19
2024-10,Toxic epidermal necrolysis [Lyell],L51.2,10
2024-10,Stage III decubitus ulcer,L89.2,31
2024-10,Stage IV decubitus ulcer,L89.3,149
2024-10,"Decubitus ulcer and pressure area, unspecified",L89.9,781
2024-10,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,15
2024-10,Discoid lupus erythematosus,L93.0,160
2024-10,"Ulcer of lower limb, not elsewhere classified",L97,140
2024-10,"Chronic ulcer of skin, not elsewhere classified",L98.4,228
2024-10,Other specified disorders of skin and subcutaneous tissue,L98.8,132
2024-10,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,109
2024-11,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2024-11,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,15
2024-11,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,29
2024-11,Cellulitis of other parts of limb,L03.1,94
2024-11,Cellulitis of trunk,L03.3,15
2024-11,"Cellulitis, unspecified",L03.9,151
2024-11,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,143
2024-11,Bullous pemphigoid,L12.0,27
2024-11,Arthropathic psoriasis,L40.5,17
2024-11,"Psoriasis, unspecified",L40.9,16
2024-11,Stage III decubitus ulcer,L89.2,10
2024-11,Stage IV decubitus ulcer,L89.3,59
2024-11,"Decubitus ulcer and pressure area, unspecified",L89.9,370
2024-11,"Granulomatous disorder of skin and subcutaneous tissue, unspecified",L92.9,21
2024-11,Discoid lupus erythematosus,L93.0,79
2024-11,"Ulcer of lower limb, not elsewhere classified",L97,60
2024-11,"Chronic ulcer of skin, not elsewhere classified",L98.4,124
2024-11,Other specified disorders of skin and subcutaneous tissue,L98.8,48
2024-11,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,47
1999-01,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,27
1999-01,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,21
1999-01,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,31
1999-01,Cellulitis of other parts of limb,L03.1,135
1999-01,"Cellulitis, unspecified",L03.9,175
1999-01,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,69
1999-01,"Pemphigus, unspecified",L10.9,13
1999-01,Bullous pemphigoid,L12.0,29
1999-01,"Dermatitis, unspecified",L30.9,14
1999-01,Arthropathic psoriasis,L40.5,10
1999-01,"Psoriasis, unspecified",L40.9,24
1999-01,Toxic epidermal necrolysis [Lyell],L51.2,16
1999-01,"Erythematous condition, unspecified",L53.9,17
1999-01,Decubitus ulcer,L89,919
1999-01,Discoid lupus erythematosus,L93.0,89
1999-01,"Ulcer of lower limb, not elsewhere classified",L97,81
1999-01,"Chronic ulcer of skin, not elsewhere classified",L98.4,79
1999-01,Other specified disorders of skin and subcutaneous tissue,L98.8,19
1999-02,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,13
1999-02,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,16
1999-02,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,25
1999-02,Cellulitis of other parts of limb,L03.1,114
1999-02,"Cellulitis, unspecified",L03.9,136
1999-02,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,52
1999-02,"Pemphigus, unspecified",L10.9,10
1999-02,Bullous pemphigoid,L12.0,23
1999-02,"Dermatitis, unspecified",L30.9,13
1999-02,"Psoriasis, unspecified",L40.9,20
1999-02,"Erythematous condition, unspecified",L53.9,14
1999-02,Decubitus ulcer,L89,757
1999-02,Discoid lupus erythematosus,L93.0,94
1999-02,"Ulcer of lower limb, not elsewhere classified",L97,78
1999-02,"Chronic ulcer of skin, not elsewhere classified",L98.4,75
1999-02,Other specified disorders of skin and subcutaneous tissue,L98.8,13
1999-03,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,16
1999-03,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,17
1999-03,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,26
1999-03,Cellulitis of other parts of limb,L03.1,155
1999-03,Cellulitis of trunk,L03.3,13
1999-03,"Cellulitis, unspecified",L03.9,176
1999-03,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,69
1999-03,"Pemphigus, unspecified",L10.9,14
1999-03,Bullous pemphigoid,L12.0,19
1999-03,"Psoriasis, unspecified",L40.9,20
1999-03,Bullous erythema multiforme,L51.1,11
1999-03,"Erythematous condition, unspecified",L53.9,12
1999-03,Decubitus ulcer,L89,822
1999-03,Discoid lupus erythematosus,L93.0,79
1999-03,"Ulcer of lower limb, not elsewhere classified",L97,86
1999-03,"Chronic ulcer of skin, not elsewhere classified",L98.4,82
1999-03,Other specified disorders of skin and subcutaneous tissue,L98.8,15
1999-04,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,16
1999-04,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,30
1999-04,Cellulitis of other parts of limb,L03.1,125
1999-04,Cellulitis of trunk,L03.3,11
1999-04,"Cellulitis, unspecified",L03.9,135
1999-04,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,52
1999-04,"Pemphigus, unspecified",L10.9,11
1999-04,Bullous pemphigoid,L12.0,23
1999-04,"Dermatitis, unspecified",L30.9,10
1999-04,"Psoriasis, unspecified",L40.9,21
1999-04,Bullous erythema multiforme,L51.1,11
1999-04,Toxic epidermal necrolysis [Lyell],L51.2,10
1999-04,"Erythematous condition, unspecified",L53.9,13
1999-04,Decubitus ulcer,L89,771
1999-04,Discoid lupus erythematosus,L93.0,86
1999-04,"Ulcer of lower limb, not elsewhere classified",L97,78
1999-04,"Chronic ulcer of skin, not elsewhere classified",L98.4,63
1999-04,Other specified disorders of skin and subcutaneous tissue,L98.8,11
1999-04,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,12
1999-05,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,12
1999-05,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,10
1999-05,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,16
1999-05,Cellulitis of other parts of limb,L03.1,107
1999-05,Cellulitis of trunk,L03.3,13
1999-05,"Cellulitis, unspecified",L03.9,126
1999-05,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,53
1999-05,"Pemphigus, unspecified",L10.9,13
1999-05,Bullous pemphigoid,L12.0,18
1999-05,"Psoriasis, unspecified",L40.9,21
1999-05,Toxic epidermal necrolysis [Lyell],L51.2,12
1999-05,"Erythematous condition, unspecified",L53.9,11
1999-05,Decubitus ulcer,L89,766
1999-05,Discoid lupus erythematosus,L93.0,91
1999-05,"Ulcer of lower limb, not elsewhere classified",L97,74
1999-05,"Chronic ulcer of skin, not elsewhere classified",L98.4,76
1999-05,Other specified disorders of skin and subcutaneous tissue,L98.8,16
1999-05,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,12
1999-06,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,12
1999-06,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,10
1999-06,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,24
1999-06,Cellulitis of other parts of limb,L03.1,116
1999-06,Cellulitis of trunk,L03.3,12
1999-06,"Cellulitis, unspecified",L03.9,141
