cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Deaths involving COVID-19,2021,July,40-49,"First dose, at least 21 days ago",9,81830,12.1,u,5.3,23.3
Deaths involving COVID-19,2021,July,40-49,"Second dose, less than 21 days ago",<3,104140,,,,
Deaths involving COVID-19,2021,July,40-49,"Second dose, at least 21 days ago",22,293832,7.5,,4.7,11.4
Deaths involving COVID-19,2021,July,40-49,"Third dose or booster, less than 21 days ago",<3,6,,,,
Deaths involving COVID-19,2021,July,40-49,"Third dose or booster, at least 21 days ago",<3,14,,,,
Deaths involving COVID-19,2021,July,50-59,Unvaccinated,65,43919,147.4,,113.6,187.9
Deaths involving COVID-19,2021,July,50-59,"First dose, less than 21 days ago",<3,2051,,,,
Deaths involving COVID-19,2021,July,50-59,"First dose, at least 21 days ago",11,16290,79.4,u,39.5,142.3
Deaths involving COVID-19,2021,July,50-59,"Second dose, less than 21 days ago",<3,19121,,,,
Deaths involving COVID-19,2021,July,50-59,"Second dose, at least 21 days ago",43,533152,8.1,,5.8,10.9
Deaths involving COVID-19,2021,July,50-59,"Third dose or booster, less than 21 days ago",<3,8,,,,
Deaths involving COVID-19,2021,July,50-59,"Third dose or booster, at least 21 days ago",<3,17,,,,
Deaths involving COVID-19,2021,July,60-69,Unvaccinated,77,22015,361.0,,283.9,452.4
Deaths involving COVID-19,2021,July,60-69,"First dose, less than 21 days ago",<3,685,,,,
Deaths involving COVID-19,2021,July,60-69,"First dose, at least 21 days ago",18,6255,336.3,u,197.0,534.6
Deaths involving COVID-19,2021,July,60-69,"Second dose, less than 21 days ago",<3,4236,,,,
Deaths involving COVID-19,2021,July,60-69,"Second dose, at least 21 days ago",100,457936,22.0,,17.7,26.3
Deaths involving COVID-19,2021,July,60-69,"Third dose or booster, less than 21 days ago",<3,6,,,,
Deaths involving COVID-19,2021,July,60-69,"Third dose or booster, at least 21 days ago",<3,13,,,,
Deaths involving COVID-19,2021,July,70-79,Unvaccinated,74,10598,722.7,,566.5,908.4
Deaths involving COVID-19,2021,July,70-79,"First dose, less than 21 days ago",<3,220,,,,
Deaths involving COVID-19,2021,July,70-79,"First dose, at least 21 days ago",13,2490,537.0,u,284.7,920.1
Deaths involving COVID-19,2021,July,70-79,"Second dose, less than 21 days ago",<3,941,,,,
Deaths involving COVID-19,2021,July,70-79,"Second dose, at least 21 days ago",193,383265,50.9,,43.7,58.1
Deaths involving COVID-19,2021,July,70-79,"Third dose or booster, less than 21 days ago",<3,16,,,,
Deaths involving COVID-19,2021,July,70-79,"Third dose or booster, at least 21 days ago",<3,26,,,,
Deaths involving COVID-19,2021,July,80-89,Unvaccinated,68,4729,1430.0,,1110.3,1813.1
Deaths involving COVID-19,2021,July,80-89,"First dose, less than 21 days ago",<3,81,,,,
Deaths involving COVID-19,2021,July,80-89,"First dose, at least 21 days ago",17,1232,1388.7,u,804.4,2230.0
Deaths involving COVID-19,2021,July,80-89,"Second dose, less than 21 days ago",<3,395,,,,
Deaths involving COVID-19,2021,July,80-89,"Second dose, at least 21 days ago",303,178778,169.0,,149.9,188.0
Deaths involving COVID-19,2021,July,80-89,"Third dose or booster, less than 21 days ago",<3,4,,,,
Deaths involving COVID-19,2021,July,80-89,"Third dose or booster, at least 21 days ago",<3,12,,,,
Deaths involving COVID-19,2021,July,90+,Unvaccinated,23,1253,1835.3,,1163.1,2754.0
Deaths involving COVID-19,2021,July,90+,"First dose, less than 21 days ago",<3,18,,,,
Deaths involving COVID-19,2021,July,90+,"First dose, at least 21 days ago",5,406,1231.8,u,397.0,2874.6
Deaths involving COVID-19,2021,July,90+,"Second dose, less than 21 days ago",<3,114,,,,
Deaths involving COVID-19,2021,July,90+,"Second dose, at least 21 days ago",158,37952,416.3,,353.9,486.5
Deaths involving COVID-19,2021,July,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,July,90+,"Third dose or booster, at least 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,August,18-39,Unvaccinated,39,282744,16.1,,11.4,22.1
Deaths involving COVID-19,2021,August,18-39,"First dose, less than 21 days ago",<3,24840,,,,
Deaths involving COVID-19,2021,August,18-39,"First dose, at least 21 days ago",6,264915,3.7,u,1.3,8.2
Deaths involving COVID-19,2021,August,18-39,"Second dose, less than 21 days ago",<3,164324,,,,
Deaths involving COVID-19,2021,August,18-39,"Second dose, at least 21 days ago",14,428811,2.8,u,1.5,4.8
Deaths involving COVID-19,2021,August,18-39,"Third dose or booster, less than 21 days ago",<3,5,,,,
Deaths involving COVID-19,2021,August,18-39,"Third dose or booster, at least 21 days ago",<3,16,,,,
Deaths involving COVID-19,2021,August,40-49,Unvaccinated,52,67302,81.2,,60.5,106.8
Deaths involving COVID-19,2021,August,40-49,"First dose, less than 21 days ago",<3,2732,,,,
Deaths involving COVID-19,2021,August,40-49,"First dose, at least 21 days ago",8,27708,30.1,u,12.7,60.0
Deaths involving COVID-19,2021,August,40-49,"Second dose, less than 21 days ago",<3,30972,,,,
Deaths involving COVID-19,2021,August,40-49,"Second dose, at least 21 days ago",30,428382,6.9,,4.6,9.8
Deaths involving COVID-19,2021,August,40-49,"Third dose or booster, less than 21 days ago",<3,4,,,,
Deaths involving COVID-19,2021,August,40-49,"Third dose or booster, at least 21 days ago",<3,21,,,,
Deaths involving COVID-19,2021,August,50-59,Unvaccinated,136,42252,327.9,,272.7,383.2
Deaths involving COVID-19,2021,August,50-59,"First dose, less than 21 days ago",<3,1137,,,,
Deaths involving COVID-19,2021,August,50-59,"First dose, at least 21 days ago",10,11612,92.6,u,44.1,170.8
Deaths involving COVID-19,2021,August,50-59,"Second dose, less than 21 days ago",<3,4496,,,,
Deaths involving COVID-19,2021,August,50-59,"Second dose, at least 21 days ago",87,555259,15.3,,12.2,18.8
Deaths involving COVID-19,2021,August,50-59,"Third dose or booster, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2021,August,50-59,"Third dose or booster, at least 21 days ago",<3,28,,,,
Deaths involving COVID-19,2021,August,60-69,Unvaccinated,145,21458,706.9,,590.4,823.4
Deaths involving COVID-19,2021,August,60-69,"First dose, less than 21 days ago",<3,414,,,,
Deaths involving COVID-19,2021,August,60-69,"First dose, at least 21 days ago",17,4838,366.3,u,210.0,591.3
Deaths involving COVID-19,2021,August,60-69,"Second dose, less than 21 days ago",<3,1447,,,,
Deaths involving COVID-19,2021,August,60-69,"Second dose, at least 21 days ago",198,463799,42.9,,37.0,48.9
Deaths involving COVID-19,2021,August,60-69,"Third dose or booster, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2021,August,60-69,"Third dose or booster, at least 21 days ago",<3,21,,,,
Deaths involving COVID-19,2021,August,70-79,Unvaccinated,131,10413,1288.0,,1066.1,1509.9
Deaths involving COVID-19,2021,August,70-79,"First dose, less than 21 days ago",<3,129,,,,
Deaths involving COVID-19,2021,August,70-79,"First dose, at least 21 days ago",22,2057,1081.3,,675.7,1639.6
Deaths involving COVID-19,2021,August,70-79,"Second dose, less than 21 days ago",<3,444,,,,
Deaths involving COVID-19,2021,August,70-79,"Second dose, at least 21 days ago",423,385258,110.6,,100.1,121.1
Deaths involving COVID-19,2021,August,70-79,"Third dose or booster, less than 21 days ago",<3,6,,,,
Deaths involving COVID-19,2021,August,70-79,"Third dose or booster, at least 21 days ago",<3,43,,,,
Deaths involving COVID-19,2021,August,80-89,Unvaccinated,110,4627,2379.4,,1934.5,2824.2
Deaths involving COVID-19,2021,August,80-89,"First dose, less than 21 days ago",3,51,6011.1,u,1239.6,17566.9
Deaths involving COVID-19,2021,August,80-89,"First dose, at least 21 days ago",18,1019,1913.7,u,1132.0,3027.4
Deaths involving COVID-19,2021,August,80-89,"Second dose, less than 21 days ago",<3,180,,,,
Deaths involving COVID-19,2021,August,80-89,"Second dose, at least 21 days ago",604,179546,335.4,,308.6,362.1
Deaths involving COVID-19,2021,August,80-89,"Third dose or booster, less than 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,August,80-89,"Third dose or booster, at least 21 days ago",<3,16,,,,
Deaths involving COVID-19,2021,August,90+,Unvaccinated,41,1229,3336.3,,2393.9,4526.2
Deaths involving COVID-19,2021,August,90+,"First dose, less than 21 days ago",<3,10,,,,
Deaths involving COVID-19,2021,August,90+,"First dose, at least 21 days ago",10,337,2964.1,u,1419.0,5451.5
Deaths involving COVID-19,2021,August,90+,"Second dose, less than 21 days ago",<3,47,,,,
Deaths involving COVID-19,2021,August,90+,"Second dose, at least 21 days ago",306,38291,799.1,,712.1,893.9
Deaths involving COVID-19,2021,August,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,August,90+,"Third dose or booster, at least 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,September,18-39,Unvaccinated,39,254518,17.1,,12.1,23.5
Deaths involving COVID-19,2021,September,18-39,"First dose, less than 21 days ago",<3,13052,,,,
Deaths involving COVID-19,2021,September,18-39,"First dose, at least 21 days ago",<3,113402,,,,
Deaths involving COVID-19,2021,September,18-39,"Second dose, less than 21 days ago",<3,105813,,,,
Deaths involving COVID-19,2021,September,18-39,"Second dose, at least 21 days ago",16,640278,2.3,u,1.3,3.8
Deaths involving COVID-19,2021,September,18-39,"Third dose or booster, less than 21 days ago",<3,920,,,,
Deaths involving COVID-19,2021,September,18-39,"Third dose or booster, at least 21 days ago",<3,24,,,,
Deaths involving COVID-19,2021,September,40-49,Unvaccinated,48,62782,81.0,,59.6,107.6
Deaths involving COVID-19,2021,September,40-49,"First dose, less than 21 days ago",<3,1727,,,,
Deaths involving COVID-19,2021,September,40-49,"First dose, at least 21 days ago",6,18130,37.9,u,13.8,82.8
Deaths involving COVID-19,2021,September,40-49,"Second dose, less than 21 days ago",<3,7042,,,,
Deaths involving COVID-19,2021,September,40-49,"Second dose, at least 21 days ago",27,448505,6.0,,3.9,8.7
Deaths involving COVID-19,2021,September,40-49,"Third dose or booster, less than 21 days ago",<3,965,,,,
Deaths involving COVID-19,2021,September,40-49,"Third dose or booster, at least 21 days ago",<3,27,,,,
Deaths involving COVID-19,2021,September,50-59,Unvaccinated,117,39886,300.3,,245.8,354.9
Deaths involving COVID-19,2021,September,50-59,"First dose, less than 21 days ago",<3,741,,,,
Deaths involving COVID-19,2021,September,50-59,"First dose, at least 21 days ago",9,9348,96.8,u,43.9,184.3
Deaths involving COVID-19,2021,September,50-59,"Second dose, less than 21 days ago",<3,2184,,,,
Deaths involving COVID-19,2021,September,50-59,"Second dose, at least 21 days ago",108,540800,19.7,,16.0,23.4
Deaths involving COVID-19,2021,September,50-59,"Third dose or booster, less than 21 days ago",<3,1905,,,,
Deaths involving COVID-19,2021,September,50-59,"Third dose or booster, at least 21 days ago",<3,37,,,,
Deaths involving COVID-19,2021,September,60-69,Unvaccinated,117,20453,599.7,,489.7,709.6
Deaths involving COVID-19,2021,September,60-69,"First dose, less than 21 days ago",<3,265,,,,
Deaths involving COVID-19,2021,September,60-69,"First dose, at least 21 days ago",16,4052,416.2,u,234.1,681.4
Deaths involving COVID-19,2021,September,60-69,"Second dose, less than 21 days ago",<3,761,,,,
Deaths involving COVID-19,2021,September,60-69,"Second dose, at least 21 days ago",273,450054,61.2,,53.9,68.4
Deaths involving COVID-19,2021,September,60-69,"Third dose or booster, less than 21 days ago",<3,1408,,,,
Deaths involving COVID-19,2021,September,60-69,"Third dose or booster, at least 21 days ago",<3,31,,,,
Deaths involving COVID-19,2021,September,70-79,Unvaccinated,113,9972,1139.2,,927.9,1350.5
Deaths involving COVID-19,2021,September,70-79,"First dose, less than 21 days ago",<3,79,,,,
Deaths involving COVID-19,2021,September,70-79,"First dose, at least 21 days ago",16,1768,900.8,u,513.2,1465.2
Deaths involving COVID-19,2021,September,70-79,"Second dose, less than 21 days ago",<3,246,,,,
Deaths involving COVID-19,2021,September,70-79,"Second dose, at least 21 days ago",629,372236,169.9,,156.6,183.2
Deaths involving COVID-19,2021,September,70-79,"Third dose or booster, less than 21 days ago",<3,1682,,,,
Deaths involving COVID-19,2021,September,70-79,"Third dose or booster, at least 21 days ago",<3,50,,,,
Deaths involving COVID-19,2021,September,80-89,Unvaccinated,112,4414,2523.2,,2055.7,2990.7
Deaths involving COVID-19,2021,September,80-89,"First dose, less than 21 days ago",<3,28,,,,
Deaths involving COVID-19,2021,September,80-89,"First dose, at least 21 days ago",18,883,1976.0,u,1163.4,3133.9
Deaths involving COVID-19,2021,September,80-89,"Second dose, less than 21 days ago",<3,92,,,,
Deaths involving COVID-19,2021,September,80-89,"Second dose, at least 21 days ago",774,170333,453.0,,421.1,484.9
Deaths involving COVID-19,2021,September,80-89,"Third dose or booster, less than 21 days ago",<3,3927,,,,
Deaths involving COVID-19,2021,September,80-89,"Third dose or booster, at least 21 days ago",<3,17,,,,
Deaths involving COVID-19,2021,September,90+,Unvaccinated,35,1174,2981.1,,2076.1,4146.2
Deaths involving COVID-19,2021,September,90+,"First dose, less than 21 days ago",<3,7,,,,
Deaths involving COVID-19,2021,September,90+,"First dose, at least 21 days ago",12,297,4040.6,u,2085.4,7058.5
Deaths involving COVID-19,2021,September,90+,"Second dose, less than 21 days ago",<3,20,,,,
Deaths involving COVID-19,2021,September,90+,"Second dose, at least 21 days ago",391,36676,1066.1,,963.0,1177.2
Deaths involving COVID-19,2021,September,90+,"Third dose or booster, less than 21 days ago",<3,604,,,,
Deaths involving COVID-19,2021,September,90+,"Third dose or booster, at least 21 days ago",<3,1,,,,
Deaths involving COVID-19,2021,October,18-39,Unvaccinated,23,250743,10.1,,6.4,15.3
Deaths involving COVID-19,2021,October,18-39,"First dose, less than 21 days ago",<3,8502,,,,
Deaths involving COVID-19,2021,October,18-39,"First dose, at least 21 days ago",<3,81130,,,,
Deaths involving COVID-19,2021,October,18-39,"Second dose, less than 21 days ago",<3,30792,,,,
Deaths involving COVID-19,2021,October,18-39,"Second dose, at least 21 days ago",10,771386,1.2,u,0.6,2.3
Deaths involving COVID-19,2021,October,18-39,"Third dose or booster, less than 21 days ago",<3,18380,,,,
Deaths involving COVID-19,2021,October,18-39,"Third dose or booster, at least 21 days ago",<3,4512,,,,
Deaths involving COVID-19,2021,October,40-49,Unvaccinated,46,63099,75.1,,54.8,100.4
Deaths involving COVID-19,2021,October,40-49,"First dose, less than 21 days ago",<3,1346,,,,
Deaths involving COVID-19,2021,October,40-49,"First dose, at least 21 days ago",4,15746,28.1,u,7.5,72.3
Deaths involving COVID-19,2021,October,40-49,"Second dose, less than 21 days ago",<3,3461,,,,
Deaths involving COVID-19,2021,October,40-49,"Second dose, at least 21 days ago",31,452067,6.8,,4.6,9.7
Deaths involving COVID-19,2021,October,40-49,"Third dose or booster, less than 21 days ago",<3,16798,,,,
Deaths involving COVID-19,2021,October,40-49,"Third dose or booster, at least 21 days ago",<3,4492,,,,
Deaths involving COVID-19,2021,October,50-59,Unvaccinated,82,40480,204.4,,162.4,253.8
Deaths involving COVID-19,2021,October,50-59,"First dose, less than 21 days ago",<3,579,,,,
Deaths involving COVID-19,2021,October,50-59,"First dose, at least 21 days ago",3,8660,31.3,u,6.5,91.6
Deaths involving COVID-19,2021,October,50-59,"Second dose, less than 21 days ago",<3,1369,,,,
Deaths involving COVID-19,2021,October,50-59,"Second dose, at least 21 days ago",112,523471,21.0,,17.1,24.9
Deaths involving COVID-19,2021,October,50-59,"Third dose or booster, less than 21 days ago",<3,31428,,,,
Deaths involving COVID-19,2021,October,50-59,"Third dose or booster, at least 21 days ago",<3,8813,,,,
Deaths involving COVID-19,2021,October,60-69,Unvaccinated,122,20918,611.6,,501.8,721.4
Deaths involving COVID-19,2021,October,60-69,"First dose, less than 21 days ago",<3,212,,,,
Deaths involving COVID-19,2021,October,60-69,"First dose, at least 21 days ago",12,3807,343.7,u,174.4,605.3
Deaths involving COVID-19,2021,October,60-69,"Second dose, less than 21 days ago",<3,514,,,,
Deaths involving COVID-19,2021,October,60-69,"Second dose, at least 21 days ago",293,430200,68.6,,60.8,76.5
Deaths involving COVID-19,2021,October,60-69,"Third dose or booster, less than 21 days ago",6,31486,19.1,u,7.0,41.6
Deaths involving COVID-19,2021,October,60-69,"Third dose or booster, at least 21 days ago",<3,6716,,,,
Deaths involving COVID-19,2021,October,70-79,Unvaccinated,116,10216,1162.0,,949.4,1374.7
Deaths involving COVID-19,2021,October,70-79,"First dose, less than 21 days ago",<3,74,,,,
Deaths involving COVID-19,2021,October,70-79,"First dose, at least 21 days ago",12,1660,725.3,u,373.3,1269.2
Deaths involving COVID-19,2021,October,70-79,"Second dose, less than 21 days ago",<3,179,,,,
Deaths involving COVID-19,2021,October,70-79,"Second dose, at least 21 days ago",624,297091,217.1,,200.0,234.2
Deaths involving COVID-19,2021,October,70-79,"Third dose or booster, less than 21 days ago",28,78983,34.8,,22.7,50.8
Deaths involving COVID-19,2021,October,70-79,"Third dose or booster, at least 21 days ago",7,11108,58.7,u,21.2,125.1
Deaths involving COVID-19,2021,October,80-89,Unvaccinated,98,4501,2170.5,,1762.0,2645.3
Deaths involving COVID-19,2021,October,80-89,"First dose, less than 21 days ago",<3,33,,,,
Deaths involving COVID-19,2021,October,80-89,"First dose, at least 21 days ago",21,816,2640.5,,1627.7,4045.8
