cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
All causes,2023,March,60-69,"Second dose, less than 21 days ago",<3,3,,,,
All causes,2023,March,60-69,"Second dose, at least 21 days ago",377,26878,1512.5,,1356.2,1668.7
All causes,2023,March,60-69,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,March,60-69,"Third dose or booster, at least 21 days ago",997,96186,1130.7,,1058.5,1202.9
All causes,2023,March,60-69,"Fourth dose or booster, less than 21 days ago",<3,40,,,,
All causes,2023,March,60-69,"Fourth dose or booster, at least 21 days ago",2735,363985,745.7,,717.7,773.6
All causes,2023,March,70-79,Unvaccinated,292,10237,2911.3,,2576.5,3246.0
All causes,2023,March,70-79,"First dose, less than 21 days ago",<3,1,,,,
All causes,2023,March,70-79,"First dose, at least 21 days ago",55,1176,4749.0,,3574.4,6185.5
All causes,2023,March,70-79,"Second dose, less than 21 days ago",<3,1,,,,
All causes,2023,March,70-79,"Second dose, at least 21 days ago",430,9623,4573.0,,4137.5,5008.6
All causes,2023,March,70-79,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,March,70-79,"Third dose or booster, at least 21 days ago",1380,34824,4162.4,,3937.9,4386.9
All causes,2023,March,70-79,"Fourth dose or booster, less than 21 days ago",<3,15,,,,
All causes,2023,March,70-79,"Fourth dose or booster, at least 21 days ago",7565,350243,2098.5,,2051.0,2146.0
All causes,2023,March,80-89,Unvaccinated,345,4173,8232.3,,7363.4,9101.1
All causes,2023,March,80-89,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,March,80-89,"First dose, at least 21 days ago",59,484,11915.9,,9065.7,15377.0
All causes,2023,March,80-89,"Second dose, less than 21 days ago",<3,0,,,,
All causes,2023,March,80-89,"Second dose, at least 21 days ago",390,3685,10484.9,,9443.3,11526.4
All causes,2023,March,80-89,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,March,80-89,"Third dose or booster, at least 21 days ago",1276,10429,12195.6,,11526.4,12864.8
All causes,2023,March,80-89,"Fourth dose or booster, less than 21 days ago",<3,4,,,,
All causes,2023,March,80-89,"Fourth dose or booster, at least 21 days ago",12949,173760,7416.0,,7288.3,7543.8
All causes,2023,March,90+,Unvaccinated,232,1007,23042.1,,20172.1,26205.9
All causes,2023,March,90+,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,March,90+,"First dose, at least 21 days ago",51,136,37608.3,,27999.6,49449.2
All causes,2023,March,90+,"Second dose, less than 21 days ago",<3,0,,,,
All causes,2023,March,90+,"Second dose, at least 21 days ago",224,860,26045.1,,22745.6,29688.7
All causes,2023,March,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,March,90+,"Third dose or booster, at least 21 days ago",583,2151,27098.4,,24943.1,29390.2
All causes,2023,March,90+,"Fourth dose or booster, less than 21 days ago",<3,2,,,,
All causes,2023,March,90+,"Fourth dose or booster, at least 21 days ago",8742,36672,23838.1,,23340.9,24343.1
All causes,2023,April,18-39,Unvaccinated,46,203177,24.0,,17.5,32.1
All causes,2023,April,18-39,"First dose, less than 21 days ago",<3,25,,,,
All causes,2023,April,18-39,"First dose, at least 21 days ago",14,44200,42.7,u,23.0,72.2
All causes,2023,April,18-39,"Second dose, less than 21 days ago",<3,53,,,,
All causes,2023,April,18-39,"Second dose, at least 21 days ago",54,289220,19.1,,14.3,24.9
All causes,2023,April,18-39,"Third dose or booster, less than 21 days ago",<3,1,,,,
All causes,2023,April,18-39,"Third dose or booster, at least 21 days ago",73,508826,13.6,,10.6,17.1
All causes,2023,April,18-39,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,18-39,"Fourth dose or booster, at least 21 days ago",69,74785,84.4,,63.8,109.0
All causes,2023,April,40-49,Unvaccinated,78,58267,137.6,,108.5,172.2
All causes,2023,April,40-49,"First dose, less than 21 days ago",<3,3,,,,
All causes,2023,April,40-49,"First dose, at least 21 days ago",21,9395,243.4,,149.6,373.6
All causes,2023,April,40-49,"Second dose, less than 21 days ago",<3,8,,,,
All causes,2023,April,40-49,"Second dose, at least 21 days ago",89,88118,104.7,,83.9,129.1
All causes,2023,April,40-49,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,40-49,"Third dose or booster, at least 21 days ago",226,304494,74.7,,65.0,84.5
All causes,2023,April,40-49,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,40-49,"Fourth dose or booster, at least 21 days ago",162,77028,210.8,,178.1,243.5
All causes,2023,April,50-59,Unvaccinated,146,37902,394.0,,330.0,458.0
All causes,2023,April,50-59,"First dose, less than 21 days ago",<3,1,,,,
All causes,2023,April,50-59,"First dose, at least 21 days ago",52,5820,905.3,,675.3,1188.1
All causes,2023,April,50-59,"Second dose, less than 21 days ago",<3,3,,,,
All causes,2023,April,50-59,"Second dose, at least 21 days ago",201,56336,366.0,,315.2,416.7
All causes,2023,April,50-59,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,50-59,"Third dose or booster, at least 21 days ago",518,181956,290.2,,265.2,315.3
All causes,2023,April,50-59,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,50-59,"Fourth dose or booster, at least 21 days ago",843,309801,263.0,,245.0,280.9
All causes,2023,April,60-69,Unvaccinated,238,20913,1182.9,,1030.7,1335.1
All causes,2023,April,60-69,"First dose, less than 21 days ago",<3,1,,,,
All causes,2023,April,60-69,"First dose, at least 21 days ago",55,2794,2087.9,,1563.2,2729.5
All causes,2023,April,60-69,"Second dose, less than 21 days ago",<3,1,,,,
All causes,2023,April,60-69,"Second dose, at least 21 days ago",333,26249,1368.8,,1218.4,1519.2
All causes,2023,April,60-69,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,60-69,"Third dose or booster, at least 21 days ago",902,93899,1039.9,,970.1,1109.7
All causes,2023,April,60-69,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,60-69,"Fourth dose or booster, at least 21 days ago",2468,352285,695.4,,667.9,722.8
All causes,2023,April,70-79,Unvaccinated,284,9948,2898.0,,2560.1,3236.0
All causes,2023,April,70-79,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,April,70-79,"First dose, at least 21 days ago",57,1142,5068.4,,3835.4,6570.9
All causes,2023,April,70-79,"Second dose, less than 21 days ago",<3,1,,,,
All causes,2023,April,70-79,"Second dose, at least 21 days ago",407,9359,4507.7,,4066.5,4948.9
All causes,2023,April,70-79,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,70-79,"Third dose or booster, at least 21 days ago",1255,33916,3981.3,,3756.5,4206.0
All causes,2023,April,70-79,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,70-79,"Fourth dose or booster, at least 21 days ago",6871,339101,1967.9,,1921.2,2014.7
All causes,2023,April,80-89,Unvaccinated,320,4043,7882.9,,7019.0,8746.7
All causes,2023,April,80-89,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,April,80-89,"First dose, at least 21 days ago",52,467,10865.3,,8110.2,14254.1
All causes,2023,April,80-89,"Second dose, less than 21 days ago",<3,0,,,,
All causes,2023,April,80-89,"Second dose, at least 21 days ago",364,3566,10104.6,,9065.7,11143.6
All causes,2023,April,80-89,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,80-89,"Third dose or booster, at least 21 days ago",1028,10101,10148.1,,9527.7,10768.5
All causes,2023,April,80-89,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,80-89,"Fourth dose or booster, at least 21 days ago",11464,168796,6758.0,,6634.3,6881.8
All causes,2023,April,90+,Unvaccinated,193,972,19865.0,,17160.9,22874.1
All causes,2023,April,90+,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,April,90+,"First dose, at least 21 days ago",36,129,27905.9,,19542.1,38634.9
All causes,2023,April,90+,"Second dose, less than 21 days ago",<3,0,,,,
All causes,2023,April,90+,"Second dose, at least 21 days ago",194,833,23284.1,,20122.5,26801.3
All causes,2023,April,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,90+,"Third dose or booster, at least 21 days ago",571,2077,27490.3,,25281.4,29840.6
All causes,2023,April,90+,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,April,90+,"Fourth dose or booster, at least 21 days ago",7588,35577,21328.3,,20851.0,21813.7
All causes,2023,May,18-39,Unvaccinated,45,210393,22.9,,16.6,30.7
All causes,2023,May,18-39,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,18-39,"First dose, at least 21 days ago",11,46083,33.9,u,16.8,61.0
All causes,2023,May,18-39,"Second dose, less than 21 days ago",<3,3,,,,
All causes,2023,May,18-39,"Second dose, at least 21 days ago",55,299562,20.0,,15.1,26.1
All causes,2023,May,18-39,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,18-39,"Third dose or booster, at least 21 days ago",81,524042,14.6,,11.6,18.2
All causes,2023,May,18-39,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,18-39,"Fourth dose or booster, at least 21 days ago",68,76837,84.7,,64.0,109.6
All causes,2023,May,40-49,Unvaccinated,58,60464,100.9,,76.3,130.7
All causes,2023,May,40-49,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,40-49,"First dose, at least 21 days ago",17,9757,192.2,u,111.1,308.9
All causes,2023,May,40-49,"Second dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,40-49,"Second dose, at least 21 days ago",86,91395,97.8,,78.0,120.9
All causes,2023,May,40-49,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,40-49,"Third dose or booster, at least 21 days ago",174,314525,55.6,,47.3,63.8
All causes,2023,May,40-49,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,40-49,"Fourth dose or booster, at least 21 days ago",148,79122,179.0,,150.0,208.1
All causes,2023,May,50-59,Unvaccinated,143,39266,371.9,,310.9,433.0
All causes,2023,May,50-59,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,50-59,"First dose, at least 21 days ago",23,6030,392.1,,248.1,589.0
All causes,2023,May,50-59,"Second dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,50-59,"Second dose, at least 21 days ago",210,58438,366.6,,316.8,416.4
All causes,2023,May,50-59,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,50-59,"Third dose or booster, at least 21 days ago",494,189366,264.5,,241.1,287.8
All causes,2023,May,50-59,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,50-59,"Fourth dose or booster, at least 21 days ago",782,317824,238.2,,221.3,255.0
All causes,2023,May,60-69,Unvaccinated,189,21746,902.6,,772.3,1032.9
All causes,2023,May,60-69,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,60-69,"First dose, at least 21 days ago",47,2907,1831.8,,1339.2,2444.3
All causes,2023,May,60-69,"Second dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,60-69,"Second dose, at least 21 days ago",334,27330,1300.5,,1157.7,1443.3
All causes,2023,May,60-69,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,60-69,"Third dose or booster, at least 21 days ago",884,97775,983.3,,916.7,1050.0
All causes,2023,May,60-69,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,60-69,"Fourth dose or booster, at least 21 days ago",2368,363951,645.9,,619.9,671.9
All causes,2023,May,70-79,Unvaccinated,283,10323,2776.2,,2451.9,3100.5
All causes,2023,May,70-79,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,70-79,"First dose, at least 21 days ago",64,1184,5543.4,,4265.8,7082.8
All causes,2023,May,70-79,"Second dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,70-79,"Second dose, at least 21 days ago",337,9719,3569.2,,3185.3,3953.1
All causes,2023,May,70-79,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,70-79,"Third dose or booster, at least 21 days ago",1034,35273,3058.3,,2868.2,3248.5
All causes,2023,May,70-79,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,70-79,"Fourth dose or booster, at least 21 days ago",6781,350489,1878.4,,1833.4,1923.3
All causes,2023,May,80-89,Unvaccinated,257,4184,6126.5,,5377.3,6875.7
All causes,2023,May,80-89,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,80-89,"First dose, at least 21 days ago",53,481,10865.2,,8134.4,14217.3
All causes,2023,May,80-89,"Second dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,80-89,"Second dose, at least 21 days ago",383,3686,10256.2,,9228.0,11284.3
All causes,2023,May,80-89,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,80-89,"Third dose or booster, at least 21 days ago",951,10446,9081.2,,8504.0,9658.4
All causes,2023,May,80-89,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,80-89,"Fourth dose or booster, at least 21 days ago",10865,175100,6175.4,,6059.3,6291.5
All causes,2023,May,90+,Unvaccinated,179,1004,17836.3,,15318.8,20649.4
All causes,2023,May,90+,"First dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,90+,"First dose, at least 21 days ago",18,134,13420.1,u,7949.5,21210.8
All causes,2023,May,90+,"Second dose, less than 21 days ago",<3,0,,,,
All causes,2023,May,90+,"Second dose, at least 21 days ago",182,860,21167.7,,18203.8,24476.5
All causes,2023,May,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,90+,"Third dose or booster, at least 21 days ago",485,2148,22583.9,,20618.4,24686.3
All causes,2023,May,90+,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
All causes,2023,May,90+,"Fourth dose or booster, at least 21 days ago",7034,36906,19059.1,,18616.3,19509.8
Deaths involving COVID-19,2021,April,18-39,Unvaccinated,12,851304,1.5,u,0.8,2.6
Deaths involving COVID-19,2021,April,18-39,"First dose, less than 21 days ago",<3,40264,,,,
Deaths involving COVID-19,2021,April,18-39,"First dose, at least 21 days ago",<3,166953,,,,
Deaths involving COVID-19,2021,April,18-39,"Second dose, less than 21 days ago",<3,42578,,,,
Deaths involving COVID-19,2021,April,18-39,"Second dose, at least 21 days ago",<3,30461,,,,
Deaths involving COVID-19,2021,April,18-39,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,18-39,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,18-39,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,18-39,"Fourth dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,40-49,Unvaccinated,13,268896,5.1,u,2.7,8.7
Deaths involving COVID-19,2021,April,40-49,"First dose, less than 21 days ago",<3,73694,,,,
Deaths involving COVID-19,2021,April,40-49,"First dose, at least 21 days ago",4,146715,2.8,u,0.7,7.2
Deaths involving COVID-19,2021,April,40-49,"Second dose, less than 21 days ago",<3,29894,,,,
Deaths involving COVID-19,2021,April,40-49,"Second dose, at least 21 days ago",<3,22034,,,,
Deaths involving COVID-19,2021,April,40-49,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,40-49,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,40-49,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,40-49,"Fourth dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,50-59,Unvaccinated,37,57345,67.7,,47.6,93.4
Deaths involving COVID-19,2021,April,50-59,"First dose, less than 21 days ago",<3,95694,,,,
Deaths involving COVID-19,2021,April,50-59,"First dose, at least 21 days ago",17,370628,4.5,u,2.6,7.2
Deaths involving COVID-19,2021,April,50-59,"Second dose, less than 21 days ago",<3,42895,,,,
Deaths involving COVID-19,2021,April,50-59,"Second dose, at least 21 days ago",<3,28342,,,,
Deaths involving COVID-19,2021,April,50-59,"Third dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,50-59,"Third dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,50-59,"Fourth dose or booster, less than 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,50-59,"Fourth dose or booster, at least 21 days ago",<3,0,,,,
Deaths involving COVID-19,2021,April,60-69,Unvaccinated,70,25974,274.7,,213.2,348.2
Deaths involving COVID-19,2021,April,60-69,"First dose, less than 21 days ago",<3,13829,,,,
