ed,cause,month,age,status,dead,pop,asmr,unreliable,asmrlow,asmrhigh
5,Non-COVID-19 deaths,2021-12,60-69,Unvaccinated,247,21576,1192.6,,1042.5,1342.8
5,Non-COVID-19 deaths,2021-12,60-69,"First dose, less than 21 days ago",0,194,,,,
5,Non-COVID-19 deaths,2021-12,60-69,"First dose, at least 21 days ago",110,2988,3994.8,,3236.5,4753.1
5,Non-COVID-19 deaths,2021-12,60-69,"Second dose, less than 21 days ago",5,367,1381.4,u,425.3,3269.7
5,Non-COVID-19 deaths,2021-12,60-69,"Second dose, at least 21 days ago",1626,65086,2886.4,,2740.4,3032.4
5,Non-COVID-19 deaths,2021-12,60-69,"Third dose or booster, less than 21 days ago",428,112589,414.8,,374.4,455.2
5,Non-COVID-19 deaths,2021-12,60-69,"Third dose or booster, at least 21 days ago",1516,248237,592.6,,562.5,622.7
5,Non-COVID-19 deaths,2021-12,70-79,Unvaccinated,329,10273,3328.2,,2965.1,3691.2
5,Non-COVID-19 deaths,2021-12,70-79,"First dose, less than 21 days ago",5,73,6626.6,u,2140,15487.4
5,Non-COVID-19 deaths,2021-12,70-79,"First dose, at least 21 days ago",130,1387,9589.5,,7937.6,11241.3
5,Non-COVID-19 deaths,2021-12,70-79,"Second dose, less than 21 days ago",7,149,4714.3,u,1886.6,9728.9
5,Non-COVID-19 deaths,2021-12,70-79,"Second dose, at least 21 days ago",2847,21411,13678.5,,13173.9,14183
5,Non-COVID-19 deaths,2021-12,70-79,"Third dose or booster, less than 21 days ago",701,31521,2440.2,,2256,2624.4
5,Non-COVID-19 deaths,2021-12,70-79,"Third dose or booster, at least 21 days ago",4932,302540,1616.7,,1571.6,1661.9
5,Non-COVID-19 deaths,2021-12,80-89,Unvaccinated,417,4111,10024.4,,9061.4,10987.4
5,Non-COVID-19 deaths,2021-12,80-89,"First dose, less than 21 days ago",3,36,8452.3,u,1707.3,24787.6
5,Non-COVID-19 deaths,2021-12,80-89,"First dose, at least 21 days ago",181,683,25975.4,,22160.5,29790.2
5,Non-COVID-19 deaths,2021-12,80-89,"Second dose, less than 21 days ago",8,79,10196.4,u,4370.1,20145.8
5,Non-COVID-19 deaths,2021-12,80-89,"Second dose, at least 21 days ago",3406,10670,31183,,30126.3,32239.7
5,Non-COVID-19 deaths,2021-12,80-89,"Third dose or booster, less than 21 days ago",888,9761,8894.2,,8305.6,9482.7
5,Non-COVID-19 deaths,2021-12,80-89,"Third dose or booster, at least 21 days ago",8675,149139,5795.4,,5673.5,5917.4
5,Non-COVID-19 deaths,2021-12,90+,Unvaccinated,269,1195,22512.6,,19902.3,25370.1
5,Non-COVID-19 deaths,2021-12,90+,"First dose, less than 21 days ago",0,12,,,,
5,Non-COVID-19 deaths,2021-12,90+,"First dose, at least 21 days ago",103,234,43941.2,,35865.3,53292.2
5,Non-COVID-19 deaths,2021-12,90+,"Second dose, less than 21 days ago",9,29,30901,u,14100.5,58663.6
5,Non-COVID-19 deaths,2021-12,90+,"Second dose, at least 21 days ago",2186,3638,60081.6,,57589,62654.3
5,Non-COVID-19 deaths,2021-12,90+,"Third dose or booster, less than 21 days ago",715,3296,21689.9,,20128.9,23339.7
5,Non-COVID-19 deaths,2021-12,90+,"Third dose or booster, at least 21 days ago",6072,30557,19871.1,,19374.4,20377.3
5,Non-COVID-19 deaths,2022-01,18-39,Unvaccinated,32,191399,17.5,,11.9,24.8
5,Non-COVID-19 deaths,2022-01,18-39,"First dose, less than 21 days ago",0,6082,,,,
5,Non-COVID-19 deaths,2022-01,18-39,"First dose, at least 21 days ago",9,42985,28.4,u,12.5,54.7
5,Non-COVID-19 deaths,2022-01,18-39,"Second dose, less than 21 days ago",0,8964,,,,
5,Non-COVID-19 deaths,2022-01,18-39,"Second dose, at least 21 days ago",71,285009,28.8,,22.4,36.4
5,Non-COVID-19 deaths,2022-01,18-39,"Third dose or booster, less than 21 days ago",5,125638,4,u,1.3,9.4
5,Non-COVID-19 deaths,2022-01,18-39,"Third dose or booster, at least 21 days ago",71,286333,23.2,,18,29.3
5,Non-COVID-19 deaths,2022-01,40-49,Unvaccinated,68,57201,127.2,,98.6,161.5
5,Non-COVID-19 deaths,2022-01,40-49,"First dose, less than 21 days ago",0,874,,,,
5,Non-COVID-19 deaths,2022-01,40-49,"First dose, at least 21 days ago",21,9069,243.7,,150.1,373.5
5,Non-COVID-19 deaths,2022-01,40-49,"Second dose, less than 21 days ago",0,1462,,,,
5,Non-COVID-19 deaths,2022-01,40-49,"Second dose, at least 21 days ago",148,87075,174.8,,146.6,203.1
5,Non-COVID-19 deaths,2022-01,40-49,"Third dose or booster, less than 21 days ago",17,56403,30.2,u,17.6,48.3
5,Non-COVID-19 deaths,2022-01,40-49,"Third dose or booster, at least 21 days ago",201,251851,78,,67.1,88.8
5,Non-COVID-19 deaths,2022-01,50-59,Unvaccinated,126,37798,338.2,,279.1,397.4
5,Non-COVID-19 deaths,2022-01,50-59,"First dose, less than 21 days ago",0,463,,,,
5,Non-COVID-19 deaths,2022-01,50-59,"First dose, at least 21 days ago",50,5884,882.2,,654.1,1163.9
5,Non-COVID-19 deaths,2022-01,50-59,"Second dose, less than 21 days ago",3,740,435.9,u,87,1280.8
5,Non-COVID-19 deaths,2022-01,50-59,"Second dose, at least 21 days ago",462,59620,795.8,,723,868.6
5,Non-COVID-19 deaths,2022-01,50-59,"Third dose or booster, less than 21 days ago",59,36858,163.7,,124.6,211.3
5,Non-COVID-19 deaths,2022-01,50-59,"Third dose or booster, at least 21 days ago",842,403064,204.9,,191,218.8
5,Non-COVID-19 deaths,2022-01,60-69,Unvaccinated,191,21421,912.6,,781.9,1043.2
5,Non-COVID-19 deaths,2022-01,60-69,"First dose, less than 21 days ago",0,167,,,,
5,Non-COVID-19 deaths,2022-01,60-69,"First dose, at least 21 days ago",90,2820,3359.4,,2690.3,4142.3
5,Non-COVID-19 deaths,2022-01,60-69,"Second dose, less than 21 days ago",8,297,3063,u,1280.5,6106.8
5,Non-COVID-19 deaths,2022-01,60-69,"Second dose, at least 21 days ago",801,27132,3198.4,,2971.9,3424.9
5,Non-COVID-19 deaths,2022-01,60-69,"Third dose or booster, less than 21 days ago",129,14737,1050.4,,860.3,1240.5
5,Non-COVID-19 deaths,2022-01,60-69,"Third dose or booster, at least 21 days ago",2307,385252,599.5,,575,624
5,Non-COVID-19 deaths,2022-01,70-79,Unvaccinated,289,10208,2949.3,,2606.3,3292.3
5,Non-COVID-19 deaths,2022-01,70-79,"First dose, less than 21 days ago",5,56,9166.7,u,2955.1,21434.2
5,Non-COVID-19 deaths,2022-01,70-79,"First dose, at least 21 days ago",122,1310,9457.1,,7776.1,11138.2
5,Non-COVID-19 deaths,2022-01,70-79,"Second dose, less than 21 days ago",8,115,7403.4,u,3165.3,14640.6
5,Non-COVID-19 deaths,2022-01,70-79,"Second dose, at least 21 days ago",1308,11606,11496,,10871.5,12120.6
5,Non-COVID-19 deaths,2022-01,70-79,"Third dose or booster, less than 21 days ago",213,4234,5213.5,,4510.1,5916.8
5,Non-COVID-19 deaths,2022-01,70-79,"Third dose or booster, at least 21 days ago",6019,340157,1764.8,,1720.2,1809.4
5,Non-COVID-19 deaths,2022-01,80-89,Unvaccinated,333,4047,8170.5,,7292.2,9048.9
5,Non-COVID-19 deaths,2022-01,80-89,"First dose, less than 21 days ago",5,28,18256.6,u,5855.8,42747.2
5,Non-COVID-19 deaths,2022-01,80-89,"First dose, at least 21 days ago",126,636,19040.3,,15690.4,22390.2
5,Non-COVID-19 deaths,2022-01,80-89,"Second dose, less than 21 days ago",6,53,10606.1,u,3845.4,23172
5,Non-COVID-19 deaths,2022-01,80-89,"Second dose, at least 21 days ago",1646,6052,26718.7,,25419,28018.3
5,Non-COVID-19 deaths,2022-01,80-89,"Third dose or booster, less than 21 days ago",288,2077,13478.9,,11903.5,15054.4
5,Non-COVID-19 deaths,2022-01,80-89,"Third dose or booster, at least 21 days ago",9911,161690,6091.8,,5971.8,6211.8
5,Non-COVID-19 deaths,2022-01,90+,Unvaccinated,260,1173,22169.2,,19556,25034.3
5,Non-COVID-19 deaths,2022-01,90+,"First dose, less than 21 days ago",5,9,55610.5,u,17921.2,129776
5,Non-COVID-19 deaths,2022-01,90+,"First dose, at least 21 days ago",91,216,42145.6,,33932,51746.2
5,Non-COVID-19 deaths,2022-01,90+,"Second dose, less than 21 days ago",3,19,16175.8,u,3251.1,47262.9
5,Non-COVID-19 deaths,2022-01,90+,"Second dose, at least 21 days ago",1023,1885,54257.5,,50983.1,57687
5,Non-COVID-19 deaths,2022-01,90+,"Third dose or booster, less than 21 days ago",193,779,24772.2,,21400.2,28524.6
5,Non-COVID-19 deaths,2022-01,90+,"Third dose or booster, at least 21 days ago",6756,34847,19387.4,,18927.9,19855.4
5,All causes,2021-01,Total,Unvaccinated,52351,3050101,2502.9,,2480.5,2525.2
5,All causes,2021-01,Total,"First dose, less than 21 days ago",7570,221650,1330.1,,421.7,2238.5
5,All causes,2021-01,Total,"First dose, at least 21 days ago",2363,35916,1718.5,,1542.3,1894.6
5,All causes,2021-01,Total,"Second dose, less than 21 days ago",433,23297,265.6,,183.7,347.5
5,All causes,2021-01,Total,"Second dose, between 21 days and 6 months ago",82,4049,166.1,,131.4,207
5,All causes,2021-01,Total,"Second dose, at least 6 months ago",0,0,,,,
5,All causes,2021-01,Total,"Third dose or booster, less than 21 days ago",0,0,,,,
5,All causes,2021-01,Total,"Third dose or booster, at least 21 days ago",0,0,,,,
5,All causes,2021-01,Total,Ever vaccinated,10448,284912,1250,,501.3,1998.7
5,All causes,2021-02,Total,Unvaccinated,19716,2152832,5235.4,,5147.2,5323.7
5,All causes,2021-02,Total,"First dose, less than 21 days ago",7336,450948,1003.2,,975.9,1030.5
5,All causes,2021-02,Total,"First dose, at least 21 days ago",14281,373011,1038.5,,1012.5,1064.6
5,All causes,2021-02,Total,"Second dose, less than 21 days ago",44,3320,708.8,,477.7,998.1
5,All causes,2021-02,Total,"Second dose, between 21 days and 6 months ago",901,31398,454.5,,335.6,573.5
5,All causes,2021-02,Total,"Second dose, at least 6 months ago",0,0,,,,
5,All causes,2021-02,Total,"Third dose or booster, less than 21 days ago",0,0,,,,
5,All causes,2021-02,Total,"Third dose or booster, at least 21 days ago",0,0,,,,
5,All causes,2021-02,Total,Ever vaccinated,22562,858677,904,,888.7,919.2
5,All causes,2021-03,Total,Unvaccinated,7549,1760858,3277.3,,3189.8,3364.9
5,All causes,2021-03,Total,"First dose, less than 21 days ago",1855,440695,2060.5,,1835.9,2285
5,All causes,2021-03,Total,"First dose, at least 21 days ago",23001,1018209,997.3,,981.5,1013.1
5,All causes,2021-03,Total,"Second dose, less than 21 days ago",1332,69450,526.7,,483.5,570
5,All causes,2021-03,Total,"Second dose, between 21 days and 6 months ago",1338,45174,598.2,,504.3,692
5,All causes,2021-03,Total,"Second dose, at least 6 months ago",0,0,,,,
5,All causes,2021-03,Total,"Third dose or booster, less than 21 days ago",0,0,,,,
5,All causes,2021-03,Total,"Third dose or booster, at least 21 days ago",0,0,,,,
5,All causes,2021-03,Total,Ever vaccinated,27526,1573529,897.8,,827,968.6
5,All causes,2021-04,Total,Unvaccinated,3778,1342911,2266.5,,2185.2,2347.8
5,All causes,2021-04,Total,"First dose, less than 21 days ago",425,192496,2082.7,,1817,2348.5
5,All causes,2021-04,Total,"First dose, at least 21 days ago",16255,1129031,1710.8,,1681.3,1740.3
5,All causes,2021-04,Total,"Second dose, less than 21 days ago",5377,365569,494.6,,476.9,512.2
5,All causes,2021-04,Total,"Second dose, between 21 days and 6 months ago",5799,196736,743.4,,709.2,777.6
5,All causes,2021-04,Total,"Second dose, at least 6 months ago",0,0,,,,
5,All causes,2021-04,Total,"Third dose or booster, less than 21 days ago",0,0,,,,
5,All causes,2021-04,Total,"Third dose or booster, at least 21 days ago",0,0,,,,
5,All causes,2021-04,Total,Ever vaccinated,27856,1883831,862.4,,851.6,873.2
5,All causes,2021-05,Total,Unvaccinated,2734,1192900,1690.8,,1619.5,1762.1
5,All causes,2021-05,Total,"First dose, less than 21 days ago",136,145836,1743.5,,1358.9,2128.1
5,All causes,2021-05,Total,"First dose, at least 21 days ago",7784,730991,5122.2,,4985.8,5258.7
5,All causes,2021-05,Total,"Second dose, less than 21 days ago",3203,469208,797.6,,764.7,830.5
5,All causes,2021-05,Total,"Second dose, between 21 days and 6 months ago",18757,792625,860.6,,709.7,1011.4
5,All causes,2021-05,Total,"Second dose, at least 6 months ago",0,0,,,,
5,All causes,2021-05,Total,"Third dose or booster, less than 21 days ago",0,0,,,,
5,All causes,2021-05,Total,"Third dose or booster, at least 21 days ago",0,0,,,,
5,All causes,2021-05,Total,Ever vaccinated,29880,2138661,894.4,,853.9,934.9
5,All causes,2021-06,Total,Unvaccinated,2270,913413,1558.5,,1487.5,1629.6
5,All causes,2021-06,Total,"First dose, less than 21 days ago",76,167516,1317.6,,931.6,1775.7
5,All causes,2021-06,Total,"First dose, at least 21 days ago",3455,371742,6361.7,,6117.9,6605.5
5,All causes,2021-06,Total,"Second dose, less than 21 days ago",887,350614,1488.5,,1356.2,1620.8
5,All causes,2021-06,Total,"Second dose, between 21 days and 6 months ago",24244,1418180,800.3,,788.8,811.7
5,All causes,2021-06,Total,"Second dose, at least 6 months ago",0,25,,,,
5,All causes,2021-06,Total,"Third dose or booster, less than 21 days ago",0,0,,,,
5,All causes,2021-06,Total,"Third dose or booster, at least 21 days ago",0,0,,,,
5,All causes,2021-06,Total,Ever vaccinated,28662,2308077,870.3,,838,902.6
5,All causes,2021-07,Total,Unvaccinated,2248,757638,1563.9,,1493,1634.9
5,All causes,2021-07,Total,"First dose, less than 21 days ago",43,107843,884.2,,507.6,1357.2
5,All causes,2021-07,Total,"First dose, at least 21 days ago",2164,367054,6044,,5762.8,6325.2
5,All causes,2021-07,Total,"Second dose, less than 21 days ago",280,167256,1790.1,,1526.7,2053.5
5,All causes,2021-07,Total,"Second dose, between 21 days and 6 months ago",28892,1900545,914.4,,903.2,925.7
5,All causes,2021-07,Total,"Second dose, at least 6 months ago",1130,25773,544.3,,426.9,661.8
5,All causes,2021-07,Total,"Third dose or booster, less than 21 days ago",0,0,,,,
5,All causes,2021-07,Total,"Third dose or booster, at least 21 days ago",0,0,,,,
5,All causes,2021-07,Total,Ever vaccinated,32509,2568471,932.3,,922.1,942.5
5,All causes,2021-08,Total,Unvaccinated,2266,700012,1665.1,,1590.6,1739.7
5,All causes,2021-08,Total,"First dose, less than 21 days ago",32,36042,2212.5,,1417,3249
5,All causes,2021-08,Total,"First dose, at least 21 days ago",1435,262926,4766.1,,4495.5,5036.7
5,All causes,2021-08,Total,"Second dose, less than 21 days ago",101,157601,1473.3,,1114.4,1832.2
5,All causes,2021-08,Total,"Second dose, between 21 days and 6 months ago",29106,2128333,935.9,,893.9,977.9
5,All causes,2021-08,Total,"Second dose, at least 6 months ago",1608,38239,736.9,,625.3,848.6
5,All causes,2021-08,Total,"Third dose or booster, less than 21 days ago",0,0,,,,
5,All causes,2021-08,Total,"Third dose or booster, at least 21 days ago",0,0,,,,
5,All causes,2021-08,Total,Ever vaccinated,32282,2623141,927.5,,910.5,944.5
5,All causes,2021-09,Total,Unvaccinated,2080,628588,1609.4,,1534.7,1684.1
5,All causes,2021-09,Total,"First dose, less than 21 days ago",12,30216,745.5,u,239.2,1528
5,All causes,2021-09,Total,"First dose, at least 21 days ago",1138,146173,4580.1,,4292.5,4867.7
5,All causes,2021-09,Total,"Second dose, less than 21 days ago",34,97471,804.1,,483.5,1218.4
5,All causes,2021-09,Total,"Second dose, between 21 days and 6 months ago",26823,2190602,987.3,,953.5,1021
5,All causes,2021-09,Total,"Second dose, at least 6 months ago",4824,109937,1083.5,,1018.2,1148.7
5,All causes,2021-09,Total,"Third dose or booster, less than 21 days ago",76,10090,223.2,,157.1,301.6
5,All causes,2021-09,Total,"Third dose or booster, at least 21 days ago",0,0,,,,
5,All causes,2021-09,Total,Ever vaccinated,32907,2584490,971.3,,959.1,983.6
5,All causes,2021-10,Total,Unvaccinated,2035,602734,1557.1,,1484.2,1630
5,All causes,2021-10,Total,"First dose, less than 21 days ago",19,35193,2040.4,u,1190.8,3239.4
5,All causes,2021-10,Total,"First dose, at least 21 days ago",1032,138369,4411.1,,4120.7,4701.4
5,All causes,2021-10,Total,"Second dose, less than 21 days ago",43,30966,1879.9,,1319.8,2583.2
5,All causes,2021-10,Total,"Second dose, between 21 days and 6 months ago",12910,1896800,1175.7,,1139.8,1211.6
5,All causes,2021-10,Total,"Second dose, at least 6 months ago",17481,326468,1731.1,,1697.4,1764.8
5,All causes,2021-10,Total,"Third dose or booster, less than 21 days ago",3570,233572,398.8,,378.8,418.8
5,All causes,2021-10,Total,"Third dose or booster, at least 21 days ago",1080,53025,497.2,,447.7,546.6
5,All causes,2021-10,Total,Ever vaccinated,36135,2714393,1023.5,,1012.9,1034.2
5,All causes,2021-11,Total,Unvaccinated,2017,527973,1633.5,,1557,1710
5,All causes,2021-11,Total,"First dose, less than 21 days ago",29,36643,3094.2,,1998.4,4526.6
5,All causes,2021-11,Total,"First dose, at least 21 days ago",771,157611,3724.8,,3442.8,4006.7
5,All causes,2021-11,Total,"Second dose, less than 21 days ago",39,18889,2012.6,,1395.4,2796.6
5,All causes,2021-11,Total,"Second dose, between 21 days and 6 months ago",3110,1217776,1845.4,,1751.7,1939.1
5,All causes,2021-11,Total,"Second dose, at least 6 months ago",17152,432852,2740.7,,2698.4,2783.1
5,All causes,2021-11,Total,"Third dose or booster, less than 21 days ago",4305,391967,572.5,,552,592.9
5,All causes,2021-11,Total,"Third dose or booster, at least 21 days ago",10381,423262,700.3,,680.1,720.4
5,All causes,2021-11,Total,Ever vaccinated,35787,2679000,1044.9,,1034.1,1055.8
5,All causes,2021-12,Total,Unvaccinated,2213,511405,1777.7,,1698.3,1857
5,All causes,2021-12,Total,"First dose, less than 21 days ago",16,21467,1679,u,907.8,2802.2
5,All causes,2021-12,Total,"First dose, at least 21 days ago",727,173384,3800.9,,3505.8,4095.9
5,All causes,2021-12,Total,"Second dose, less than 21 days ago",36,29690,1573.4,,1055.4,2238
5,All causes,2021-12,Total,"Second dose, between 21 days and 6 months ago",979,615873,2281.4,,2102.7,2460.2
5,All causes,2021-12,Total,"Second dose, at least 6 months ago",11361,339891,4617,,4528,4706.1
5,All causes,2021-12,Total,"Third dose or booster, less than 21 days ago",3090,570795,1071.8,,925,1218.6
5,All causes,2021-12,Total,"Third dose or booster, at least 21 days ago",22459,1048034,825.6,,810.6,840.5
5,All causes,2021-12,Total,Ever vaccinated,38668,2799133,1090.3,,1079.3,1101.2
5,All causes,2022-01,Total,Unvaccinated,1977,483972,1662.6,,1584.9,1740.3
5,All causes,2022-01,Total,"First dose, less than 21 days ago",25,17662,3297.6,,2041.3,4993.1
5,All causes,2022-01,Total,"First dose, at least 21 days ago",625,157406,3554.8,,3259.9,3849.8
5,All causes,2022-01,Total,"Second dose, less than 21 days ago",33,31767,2108.2,,1388.5,3042
5,All causes,2022-01,Total,"Second dose, between 21 days and 6 months ago",454,286087,2627.5,,2349.8,2905.2
5,All causes,2022-01,Total,"Second dose, at least 6 months ago",6146,223234,4584.6,,4358.7,4810.5
5,All causes,2022-01,Total,"Third dose or booster, less than 21 days ago",992,241823,1721,,1605.7,1836.2
5,All causes,2022-01,Total,"Third dose or booster, at least 21 days ago",28569,1865182,897.2,,840.2,954.3
5,All causes,2022-01,Total,Ever vaccinated,36844,2823160,1036.7,,1026.1,1047.4
5,Deaths involving COVID-19,2021-01,Total,Unvaccinated,24351,3050101,1186.3,,1170.8,1201.8
5,Deaths involving COVID-19,2021-01,Total,"First dose, less than 21 days ago",2389,221650,740,,-168,1648
5,Deaths involving COVID-19,2021-01,Total,"First dose, at least 21 days ago",1024,35916,740.9,,613.5,868.3
5,Deaths involving COVID-19,2021-01,Total,"Second dose, less than 21 days ago",65,23297,21.8,,16.7,27.9
5,Deaths involving COVID-19,2021-01,Total,"Second dose, between 21 days and 6 months ago",11,4049,23.2,u,11.3,41.8
5,Deaths involving COVID-19,2021-01,Total,"Second dose, at least 6 months ago",0,0,,,,
5,Deaths involving COVID-19,2021-01,Total,"Third dose or booster, less than 21 days ago",0,0,,,,
5,Deaths involving COVID-19,2021-01,Total,"Third dose or booster, at least 21 days ago",0,0,,,,
5,Deaths involving COVID-19,2021-01,Total,Ever vaccinated,3489,284912,672.4,,-75.9,1420.7
5,Deaths involving COVID-19,2021-02,Total,Unvaccinated,7653,2152832,2166.1,,2109,2223.3
5,Deaths involving COVID-19,2021-02,Total,"First dose, less than 21 days ago",1451,450948,203.1,,191.6,214.7
5,Deaths involving COVID-19,2021-02,Total,"First dose, at least 21 days ago",3366,373011,228.8,,217.3,240.3
5,Deaths involving COVID-19,2021-02,Total,"Second dose, less than 21 days ago",5,3320,,,,
5,Deaths involving COVID-19,2021-02,Total,"Second dose, between 21 days and 6 months ago",66,31398,24.7,,9.5,42.9
5,Deaths involving COVID-19,2021-02,Total,"Second dose, at least 6 months ago",0,0,,,,
5,Deaths involving COVID-19,2021-02,Total,"Third dose or booster, less than 21 days ago",0,0,,,,
5,Deaths involving COVID-19,2021-02,Total,"Third dose or booster, at least 21 days ago",0,0,,,,
5,Deaths involving COVID-19,2021-02,Total,Ever vaccinated,4888,858677,183.6,,177.5,189.7
5,Deaths involving COVID-19,2021-03,Total,Unvaccinated,1306,1760858,587.1,,550,624.2
5,Deaths involving COVID-19,2021-03,Total,"First dose, less than 21 days ago",133,440695,184.5,,145.8,223.1
5,Deaths involving COVID-19,2021-03,Total,"First dose, at least 21 days ago",1573,1018209,66,,62.4,69.6
5,Deaths involving COVID-19,2021-03,Total,"Second dose, less than 21 days ago",29,69450,11.7,,6,19.2
5,Deaths involving COVID-19,2021-03,Total,"Second dose, between 21 days and 6 months ago",35,45174,20.3,,2.4,43.4
5,Deaths involving COVID-19,2021-03,Total,"Second dose, at least 6 months ago",0,0,,,,
5,Deaths involving COVID-19,2021-03,Total,"Third dose or booster, less than 21 days ago",0,0,,,,
